achomharc,appeal,achomharctha,achomharc,d'achomharc mé,ar achomharc mé,níor achomharc mé,d'achomharc tú,ar achomharc tú,níor achomharc tú,d'achomharc sé, sí,ar achomharc sé, sí,níor achomharc sé, sí,d'achomharcamar,ar achomharcamar,níor achomharcamar,d'achomharc sibh,ar achomharc sibh,níor achomharc sibh,d'achomharc siad,ar achomharc siad,níor achomharc siad,achomharcadar,ar achomharcadar,níor achomharcadar
spléach,glance,spléachtha,spléach,shpléach mé,ar shpléach mé,níor shpléach mé,shpléach tú,ar shpléach tú,níor shpléach tú,shpléach sé, sí,ar shpléach sé, sí,níor shpléach sé, sí,shpléachamar,ar shpléachamar,níor shpléachamar,shpléach sibh,ar shpléach sibh,níor shpléach sibh,shpléach siad,ar shpléach siad,níor shpléach siad,shpléachadar,ar shpléachadar,níor shpléachadar
sph'on,spline,sph'ontha,sph'on,shph'on mé,ar shph'on mé,níor shph'on mé,shph'on tú,ar shph'on tú,níor shph'on tú,shph'on sé, sí,ar shph'on sé, sí,níor shph'on sé, sí,shph'onamar,ar shph'onamar,níor shph'onamar,shph'on sibh,ar shph'on sibh,níor shph'on sibh,shph'on siad,ar shph'on siad,níor shph'on siad,shph'onadar,ar shph'onadar,níor shph'onadar
spoch,castrate,spochtha,spoch,shpoch mé,ar shpoch mé,níor shpoch mé,shpoch tú,ar shpoch tú,níor shpoch tú,shpoch sé, sí,ar shpoch sé, sí,níor shpoch sé, sí,shpochamar,ar shpochamar,níor shpochamar,shpoch sibh,ar shpoch sibh,níor shpoch sibh,shpoch siad,ar shpoch siad,níor shpoch siad,shpochadar,ar shpochadar,níor shpochadar
spól,cut into joints,spóltha,spól,shpól mé,ar shpól mé,níor shpól mé,shpól tú,ar shpól tú,níor shpól tú,shpól sé, sí,ar shpól sé, sí,níor shpól sé, sí,shpólamar,ar shpólamar,níor shpólamar,shpól sibh,ar shpól sibh,níor shpól sibh,shpól siad,ar shpól siad,níor shpól siad,shpóladar,ar shpóladar,níor shpóladar
spor,spur,sportha,spor,shpor mé,ar shpor mé,níor shpor mé,shpor tú,ar shpor tú,níor shpor tú,shpor sé, sí,ar shpor sé, sí,níor shpor sé, sí,shporamar,ar shporamar,níor shporamar,shpor sibh,ar shpor sibh,níor shpor sibh,shpor siad,ar shpor siad,níor shpor siad,shporadar,ar shporadar,níor shporadar
spréach,spark,spréachtha,spréach,shpréach mé,ar shpréach mé,níor shpréach mé,shpréach tú,ar shpréach tú,níor shpréach tú,shpréach sé, sí,ar shpréach sé, sí,níor shpréach sé, sí,shpréachamar,ar shpréachamar,níor shpréachamar,shpréach sibh,ar shpréach sibh,níor shpréach sibh,shpréach siad,ar shpréach siad,níor shpréach siad,shpréachadar,ar shpréachadar,níor shpréachadar
spreag,urge,spreagtha,spreag,shpreag mé,ar shpreag mé,níor shpreag mé,shpreag tú,ar shpreag tú,níor shpreag tú,shpreag sé, sí,ar shpreag sé, sí,níor shpreag sé, sí,shpreagamar,ar shpreagamar,níor shpreagamar,shpreag sibh,ar shpreag sibh,níor shpreag sibh,shpreag siad,ar shpreag siad,níor shpreag siad,shpreagadar,ar shpreagadar,níor shpreagadar
sprioc,stake,sprioctha,sprioc,shprioc mé,ar shprioc mé,níor shprioc mé,shprioc tú,ar shprioc tú,níor shprioc tú,shprioc sé, sí,ar shprioc sé, sí,níor shprioc sé, sí,shpriocamar,ar shpriocamar,níor shpriocamar,shprioc sibh,ar shprioc sibh,níor shprioc sibh,shprioc siad,ar shprioc siad,níor shprioc siad,shpriocadar,ar shpriocadar,níor shpriocadar
spriúch,kick,spriúchtha,spriúch,shpriúch mé,ar shpriúch mé,níor shpriúch mé,shpriúch tú,ar shpriúch tú,níor shpriúch tú,shpriúch sé, sí,ar shpriúch sé, sí,níor shpriúch sé, sí,shpriúchamar,ar shpriúchamar,níor shpriúchamar,shpriúch sibh,ar shpriúch sibh,níor shpriúch sibh,shpriúch siad,ar shpriúch siad,níor shpriúch siad,shpriúchadar,ar shpriúchadar,níor shpriúchadar
srac,pull,sractha,srac,shrac mé,ar shrac mé,níor shrac mé,shrac tú,ar shrac tú,níor shrac tú,shrac sé, sí,ar shrac sé, sí,níor shrac sé, sí,shracamar,ar shracamar,níor shracamar,shrac sibh,ar shrac sibh,níor shrac sibh,shrac siad,ar shrac siad,níor shrac siad,shracadar,ar shracadar,níor shracadar
sram,become blear,sramtha,sram,shram mé,ar shram mé,níor shram mé,shram tú,ar shram tú,níor shram tú,shram sé, sí,ar shram sé, sí,níor shram sé, sí,shramamar,ar shramamar,níor shramamar,shram sibh,ar shram sibh,níor shram sibh,shram siad,ar shram siad,níor shram siad,shramadar,ar shramadar,níor shramadar
srann,snore,sranntha,srann,shrann mé,ar shrann mé,níor shrann mé,shrann tú,ar shrann tú,níor shrann tú,shrann sé, sí,ar shrann sé, sí,níor shrann sé, sí,shrannamar,ar shrannamar,níor shrannamar,shrann sibh,ar shrann sibh,níor shrann sibh,shrann siad,ar shrann siad,níor shrann siad,shrannadar,ar shrannadar,níor shrannadar
sraon,pull,sraontha,sraon,shraon mé,ar shraon mé,níor shraon mé,shraon tú,ar shraon tú,níor shraon tú,shraon sé, sí,ar shraon sé, sí,níor shraon sé, sí,shraonamar,ar shraonamar,níor shraonamar,shraon sibh,ar shraon sibh,níor shraon sibh,shraon siad,ar shraon siad,níor shraon siad,shraonadar,ar shraonadar,níor shraonadar
sreabh,stream,sreabhtha,sreabh,shreabh mé,ar shreabh mé,níor shreabh mé,shreabh tú,ar shreabh tú,níor shreabh tú,shreabh sé, sí,ar shreabh sé, sí,níor shreabh sé, sí,shreabhamar,ar shreabhamar,níor shreabhamar,shreabh sibh,ar shreabh sibh,níor shreabh sibh,shreabh siad,ar shreabh siad,níor shreabh siad,shreabhadar,ar shreabhadar,níor shreabhadar
sreang,drag,sreangtha,sreang,shreang mé,ar shreang mé,níor shreang mé,shreang tú,ar shreang tú,níor shreang tú,shreang sé, sí,ar shreang sé, sí,níor shreang sé, sí,shreangamar,ar shreangamar,níor shreangamar,shreang sibh,ar shreang sibh,níor shreang sibh,shreang siad,ar shreang siad,níor shreang siad,shreangadar,ar shreangadar,níor shreangadar
srian,bridle,sriantha,srian,shrian mé,ar shrian mé,níor shrian mé,shrian tú,ar shrian tú,níor shrian tú,shrian sé, sí,ar shrian sé, sí,níor shrian sé, sí,shrianamar,ar shrianamar,níor shrianamar,shrian sibh,ar shrian sibh,níor shrian sibh,shrian siad,ar shrian siad,níor shrian siad,shrianadar,ar shrianadar,níor shrianadar
stad,stop,stadtha,stad,shtad mé,ar shtad mé,níor shtad mé,shtad tú,ar shtad tú,níor shtad tú,shtad sé, sí,ar shtad sé, sí,níor shtad sé, sí,shtadamar,ar shtadamar,níor shtadamar,shtad sibh,ar shtad sibh,níor shtad sibh,shtad siad,ar shtad siad,níor shtad siad,shtadadar,ar shtadadar,níor shtadadar
stalc,set,stalctha,stalc,shtalc mé,ar shtalc mé,níor shtalc mé,shtalc tú,ar shtalc tú,níor shtalc tú,shtalc sé, sí,ar shtalc sé, sí,níor shtalc sé, sí,shtalcamar,ar shtalcamar,níor shtalcamar,shtalc sibh,ar shtalc sibh,níor shtalc sibh,shtalc siad,ar shtalc siad,níor shtalc siad,shtalcadar,ar shtalcadar,níor shtalcadar
stán,stare,stántha,stán,shtán mé,ar shtán mé,níor shtán mé,shtán tú,ar shtán tú,níor shtán tú,shtán sé, sí,ar shtán sé, sí,níor shtán sé, sí,shtánamar,ar shtánamar,níor shtánamar,shtán sibh,ar shtán sibh,níor shtán sibh,shtán siad,ar shtán siad,níor shtán siad,shtánadar,ar shtánadar,níor shtánadar
stang1,dowel,stang1tha,stang1,shtang1 mé,ar shtang1 mé,níor shtang1 mé,shtang1 tú,ar shtang1 tú,níor shtang1 tú,shtang1 sé, sí,ar shtang1 sé, sí,níor shtang1 sé, sí,shtang1amar,ar shtang1amar,níor shtang1amar,shtang1 sibh,ar shtang1 sibh,níor shtang1 sibh,shtang1 siad,ar shtang1 siad,níor shtang1 siad,shtang1adar,ar shtang1adar,níor shtang1adar
stang2,bend,stang2tha,stang2,shtang2 mé,ar shtang2 mé,níor shtang2 mé,shtang2 tú,ar shtang2 tú,níor shtang2 tú,shtang2 sé, sí,ar shtang2 sé, sí,níor shtang2 sé, sí,shtang2amar,ar shtang2amar,níor shtang2amar,shtang2 sibh,ar shtang2 sibh,níor shtang2 sibh,shtang2 siad,ar shtang2 siad,níor shtang2 siad,shtang2adar,ar shtang2adar,níor shtang2adar
staon,stop,staontha,staon,shtaon mé,ar shtaon mé,níor shtaon mé,shtaon tú,ar shtaon tú,níor shtaon tú,shtaon sé, sí,ar shtaon sé, sí,níor shtaon sé, sí,shtaonamar,ar shtaonamar,níor shtaonamar,shtaon sibh,ar shtaon sibh,níor shtaon sibh,shtaon siad,ar shtaon siad,níor shtaon siad,shtaonadar,ar shtaonadar,níor shtaonadar
steall,splash,stealltha,steall,shteall mé,ar shteall mé,níor shteall mé,shteall tú,ar shteall tú,níor shteall tú,shteall sé, sí,ar shteall sé, sí,níor shteall sé, sí,shteallamar,ar shteallamar,níor shteallamar,shteall sibh,ar shteall sibh,níor shteall sibh,shteall siad,ar shteall siad,níor shteall siad,shtealladar,ar shtealladar,níor shtealladar
steanc,squirt,steanctha,steanc,shteanc mé,ar shteanc mé,níor shteanc mé,shteanc tú,ar shteanc tú,níor shteanc tú,shteanc sé, sí,ar shteanc sé, sí,níor shteanc sé, sí,shteancamar,ar shteancamar,níor shteancamar,shteanc sibh,ar shteanc sibh,níor shteanc sibh,shteanc siad,ar shteanc siad,níor shteanc siad,shteancadar,ar shteancadar,níor shteancadar
stiall,rend,stialltha,stiall,shtiall mé,ar shtiall mé,níor shtiall mé,shtiall tú,ar shtiall tú,níor shtiall tú,shtiall sé, sí,ar shtiall sé, sí,níor shtiall sé, sí,shtiallamar,ar shtiallamar,níor shtiallamar,shtiall sibh,ar shtiall sibh,níor shtiall sibh,shtiall siad,ar shtiall siad,níor shtiall siad,shtialladar,ar shtialladar,níor shtialladar
stiúg,expire,stiúgtha,stiúg,shtiúg mé,ar shtiúg mé,níor shtiúg mé,shtiúg tú,ar shtiúg tú,níor shtiúg tú,shtiúg sé, sí,ar shtiúg sé, sí,níor shtiúg sé, sí,shtiúgamar,ar shtiúgamar,níor shtiúgamar,shtiúg sibh,ar shtiúg sibh,níor shtiúg sibh,shtiúg siad,ar shtiúg siad,níor shtiúg siad,shtiúgadar,ar shtiúgadar,níor shtiúgadar
stobh,stew,stobhtha,stobh,shtobh mé,ar shtobh mé,níor shtobh mé,shtobh tú,ar shtobh tú,níor shtobh tú,shtobh sé, sí,ar shtobh sé, sí,níor shtobh sé, sí,shtobhamar,ar shtobhamar,níor shtobhamar,shtobh sibh,ar shtobh sibh,níor shtobh sibh,shtobh siad,ar shtobh siad,níor shtobh siad,shtobhadar,ar shtobhadar,níor shtobhadar
stoc-cham,stockpile,stoc-chamtha,stoc-cham,shtoc-cham mé,ar shtoc-cham mé,níor shtoc-cham mé,shtoc-cham tú,ar shtoc-cham tú,níor shtoc-cham tú,shtoc-cham sé, sí,ar shtoc-cham sé, sí,níor shtoc-cham sé, sí,shtoc-chamamar,ar shtoc-chamamar,níor shtoc-chamamar,shtoc-cham sibh,ar shtoc-cham sibh,níor shtoc-cham sibh,shtoc-cham siad,ar shtoc-cham siad,níor shtoc-cham siad,shtoc-chamadar,ar shtoc-chamadar,níor shtoc-chamadar
stoll,tear,stolltha,stoll,shtoll mé,ar shtoll mé,níor shtoll mé,shtoll tú,ar shtoll tú,níor shtoll tú,shtoll sé, sí,ar shtoll sé, sí,níor shtoll sé, sí,shtollamar,ar shtollamar,níor shtollamar,shtoll sibh,ar shtoll sibh,níor shtoll sibh,shtoll siad,ar shtoll siad,níor shtoll siad,shtolladar,ar shtolladar,níor shtolladar
stolp,harden,stolptha,stolp,shtolp mé,ar shtolp mé,níor shtolp mé,shtolp tú,ar shtolp tú,níor shtolp tú,shtolp sé, sí,ar shtolp sé, sí,níor shtolp sé, sí,shtolpamar,ar shtolpamar,níor shtolpamar,shtolp sibh,ar shtolp sibh,níor shtolp sibh,shtolp siad,ar shtolp siad,níor shtolp siad,shtolpadar,ar shtolpadar,níor shtolpadar
stop,stop,stoptha,stop,shtop mé,ar shtop mé,níor shtop mé,shtop tú,ar shtop tú,níor shtop tú,shtop sé, sí,ar shtop sé, sí,níor shtop sé, sí,shtopamar,ar shtopamar,níor shtopamar,shtop sibh,ar shtop sibh,níor shtop sibh,shtop siad,ar shtop siad,níor shtop siad,shtopadar,ar shtopadar,níor shtopadar
strioc,strike,strioctha,strioc,shtrioc mé,ar shtrioc mé,níor shtrioc mé,shtrioc tú,ar shtrioc tú,níor shtrioc tú,shtrioc sé, sí,ar shtrioc sé, sí,níor shtrioc sé, sí,shtriocamar,ar shtriocamar,níor shtriocamar,shtrioc sibh,ar shtrioc sibh,níor shtrioc sibh,shtrioc siad,ar shtrioc siad,níor shtrioc siad,shtriocadar,ar shtriocadar,níor shtriocadar
stromp,stiffen,stromptha,stromp,shtromp mé,ar shtromp mé,níor shtromp mé,shtromp tú,ar shtromp tú,níor shtromp tú,shtromp sé, sí,ar shtromp sé, sí,níor shtromp sé, sí,shtrompamar,ar shtrompamar,níor shtrompamar,shtromp sibh,ar shtromp sibh,níor shtromp sibh,shtromp siad,ar shtromp siad,níor shtromp siad,shtrompadar,ar shtrompadar,níor shtrompadar
stuc,stook,stuctha,stuc,shtuc mé,ar shtuc mé,níor shtuc mé,shtuc tú,ar shtuc tú,níor shtuc tú,shtuc sé, sí,ar shtuc sé, sí,níor shtuc sé, sí,shtucamar,ar shtucamar,níor shtucamar,shtuc sibh,ar shtuc sibh,níor shtuc sibh,shtuc siad,ar shtuc siad,níor shtuc siad,shtucadar,ar shtucadar,níor shtucadar
suibscríobh,subscribe,suibscríobhtha,suibscríobh,shuibscríobh mé,ar shuibscríobh mé,níor shuibscríobh mé,shuibscríobh tú,ar shuibscríobh tú,níor shuibscríobh tú,shuibscríobh sé, sí,ar shuibscríobh sé, sí,níor shuibscríobh sé, sí,shuibscríobhamar,ar shuibscríobhamar,níor shuibscríobhamar,shuibscríobh sibh,ar shuibscríobh sibh,níor shuibscríobh sibh,shuibscríobh siad,ar shuibscríobh siad,níor shuibscríobh siad,shuibscríobhadar,ar shuibscríobhadar,níor shuibscríobhadar
tacht,choke,tachttha,tacht,thacht mé,ar thacht mé,níor thacht mé,thacht tú,ar thacht tú,níor thacht tú,thacht sé, sí,ar thacht sé, sí,níor thacht sé, sí,thachtamar,ar thachtamar,níor thachtamar,thacht sibh,ar thacht sibh,níor thacht sibh,thacht siad,ar thacht siad,níor thacht siad,thachtadar,ar thachtadar,níor thachtadar
taifead,record,taifeadtha,taifead,thaifead mé,ar thaifead mé,níor thaifead mé,thaifead tú,ar thaifead tú,níor thaifead tú,thaifead sé, sí,ar thaifead sé, sí,níor thaifead sé, sí,thaifeadamar,ar thaifeadamar,níor thaifeadamar,thaifead sibh,ar thaifead sibh,níor thaifead sibh,thaifead siad,ar thaifead siad,níor thaifead siad,thaifeadadar,ar thaifeadadar,níor thaifeadadar
taiscéal,explore,taiscéaltha,taiscéal,thaiscéal mé,ar thaiscéal mé,níor thaiscéal mé,thaiscéal tú,ar thaiscéal tú,níor thaiscéal tú,thaiscéal sé, sí,ar thaiscéal sé, sí,níor thaiscéal sé, sí,thaiscéalamar,ar thaiscéalamar,níor thaiscéalamar,thaiscéal sibh,ar thaiscéal sibh,níor thaiscéal sibh,thaiscéal siad,ar thaiscéal siad,níor thaiscéal siad,thaiscéaladar,ar thaiscéaladar,níor thaiscéaladar
tál,yield,táltha,tál,thál mé,ar thál mé,níor thál mé,thál tú,ar thál tú,níor thál tú,thál sé, sí,ar thál sé, sí,níor thál sé, sí,thálamar,ar thálamar,níor thálamar,thál sibh,ar thál sibh,níor thál sibh,thál siad,ar thál siad,níor thál siad,tháladar,ar tháladar,níor tháladar
taobhrian,offset,taobhriantha,taobhrian,thaobhrian mé,ar thaobhrian mé,níor thaobhrian mé,thaobhrian tú,ar thaobhrian tú,níor thaobhrian tú,thaobhrian sé, sí,ar thaobhrian sé, sí,níor thaobhrian sé, sí,thaobhrianamar,ar thaobhrianamar,níor thaobhrianamar,thaobhrian sibh,ar thaobhrian sibh,níor thaobhrian sibh,thaobhrian siad,ar thaobhrian siad,níor thaobhrian siad,thaobhrianadar,ar thaobhrianadar,níor thaobhrianadar
taom,bail,taomtha,taom,thaom mé,ar thaom mé,níor thaom mé,thaom tú,ar thaom tú,níor thaom tú,thaom sé, sí,ar thaom sé, sí,níor thaom sé, sí,thaomamar,ar thaomamar,níor thaomamar,thaom sibh,ar thaom sibh,níor thaom sibh,thaom siad,ar thaom siad,níor thaom siad,thaomadar,ar thaomadar,níor thaomadar
taosc,bail out,taosctha,taosc,thaosc mé,ar thaosc mé,níor thaosc mé,thaosc tú,ar thaosc tú,níor thaosc tú,thaosc sé, sí,ar thaosc sé, sí,níor thaosc sé, sí,thaoscamar,ar thaoscamar,níor thaoscamar,thaosc sibh,ar thaosc sibh,níor thaosc sibh,thaosc siad,ar thaosc siad,níor thaosc siad,thaoscadar,ar thaoscadar,níor thaoscadar
targhabh,skip,targhabhtha,targhabh,tharghabh mé,ar tharghabh mé,níor tharghabh mé,tharghabh tú,ar tharghabh tú,níor tharghabh tú,tharghabh sé, sí,ar tharghabh sé, sí,níor tharghabh sé, sí,tharghabhamar,ar tharghabhamar,níor tharghabhamar,tharghabh sibh,ar tharghabh sibh,níor tharghabh sibh,tharghabh siad,ar tharghabh siad,níor tharghabh siad,tharghabhadar,ar tharghabhadar,níor tharghabhadar
tarmchas,turn over,tarmchastha,tarmchas,tharmchas mé,ar tharmchas mé,níor tharmchas mé,tharmchas tú,ar tharmchas tú,níor tharmchas tú,tharmchas sé, sí,ar tharmchas sé, sí,níor tharmchas sé, sí,tharmchasamar,ar tharmchasamar,níor tharmchasamar,tharmchas sibh,ar tharmchas sibh,níor tharmchas sibh,tharmchas siad,ar tharmchas siad,níor tharmchas siad,tharmchasadar,ar tharmchasadar,níor tharmchasadar
tarshreabh,flow past,tarshreabhtha,tarshreabh,tharshreabh mé,ar tharshreabh mé,níor tharshreabh mé,tharshreabh tú,ar tharshreabh tú,níor tharshreabh tú,tharshreabh sé, sí,ar tharshreabh sé, sí,níor tharshreabh sé, sí,tharshreabhamar,ar tharshreabhamar,níor tharshreabhamar,tharshreabh sibh,ar tharshreabh sibh,níor tharshreabh sibh,tharshreabh siad,ar tharshreabh siad,níor tharshreabh siad,tharshreabhadar,ar tharshreabhadar,níor tharshreabhadar
tascar,intercept,tascartha,tascar,thascar mé,ar thascar mé,níor thascar mé,thascar tú,ar thascar tú,níor thascar tú,thascar sé, sí,ar thascar sé, sí,níor thascar sé, sí,thascaramar,ar thascaramar,níor thascaramar,thascar sibh,ar thascar sibh,níor thascar sibh,thascar siad,ar thascar siad,níor thascar siad,thascaradar,ar thascaradar,níor thascaradar
teacht,hold,teachttha,teacht,theacht mé,ar theacht mé,níor theacht mé,theacht tú,ar theacht tú,níor theacht tú,theacht sé, sí,ar theacht sé, sí,níor theacht sé, sí,theachtamar,ar theachtamar,níor theachtamar,theacht sibh,ar theacht sibh,níor theacht sibh,theacht siad,ar theacht siad,níor theacht siad,theachtadar,ar theachtadar,níor theachtadar
téacht,freeze,téachttha,téacht,théacht mé,ar théacht mé,níor théacht mé,théacht tú,ar théacht tú,níor théacht tú,théacht sé, sí,ar théacht sé, sí,níor théacht sé, sí,théachtamar,ar théachtamar,níor théachtamar,théacht sibh,ar théacht sibh,níor théacht sibh,théacht siad,ar théacht siad,níor théacht siad,théachtadar,ar théachtadar,níor théachtadar
teagasc,teach,teagasctha,teagasc,theagasc mé,ar theagasc mé,níor theagasc mé,theagasc tú,ar theagasc tú,níor theagasc tú,theagasc sé, sí,ar theagasc sé, sí,níor theagasc sé, sí,theagascamar,ar theagascamar,níor theagascamar,theagasc sibh,ar theagasc sibh,níor theagasc sibh,theagasc siad,ar theagasc siad,níor theagasc siad,theagascadar,ar theagascadar,níor theagascadar
teann,tighten,teanntha,teann,theann mé,ar theann mé,níor theann mé,theann tú,ar theann tú,níor theann tú,theann sé, sí,ar theann sé, sí,níor theann sé, sí,theannamar,ar theannamar,níor theannamar,theann sibh,ar theann sibh,níor theann sibh,theann siad,ar theann siad,níor theann siad,theannadar,ar theannadar,níor theannadar
teasc,lop,teasctha,teasc,theasc mé,ar theasc mé,níor theasc mé,theasc tú,ar theasc tú,níor theasc tú,theasc sé, sí,ar theasc sé, sí,níor theasc sé, sí,theascamar,ar theascamar,níor theascamar,theasc sibh,ar theasc sibh,níor theasc sibh,theasc siad,ar theasc siad,níor theasc siad,theascadar,ar theascadar,níor theascadar
teasdion,insulate,teasdiontha,teasdion,theasdion mé,ar theasdion mé,níor theasdion mé,theasdion tú,ar theasdion tú,níor theasdion tú,theasdion sé, sí,ar theasdion sé, sí,níor theasdion sé, sí,theasdionamar,ar theasdionamar,níor theasdionamar,theasdion sibh,ar theasdion sibh,níor theasdion sibh,theasdion siad,ar theasdion siad,níor theasdion siad,theasdionadar,ar theasdionadar,níor theasdionadar
timpeallghearr,circumcise,timpeallghearrtha,timpeallghearr,thimpeallghearr mé,ar thimpeallghearr mé,níor thimpeallghearr mé,thimpeallghearr tú,ar thimpeallghearr tú,níor thimpeallghearr tú,thimpeallghearr sé, sí,ar thimpeallghearr sé, sí,níor thimpeallghearr sé, sí,thimpeallghearramar,ar thimpeallghearramar,níor thimpeallghearramar,thimpeallghearr sibh,ar thimpeallghearr sibh,níor thimpeallghearr sibh,thimpeallghearr siad,ar thimpeallghearr siad,níor thimpeallghearr siad,thimpeallghearradar,ar thimpeallghearradar,níor thimpeallghearradar
tíor,parch,tíortha,tíor,thíor mé,ar thíor mé,níor thíor mé,thíor tú,ar thíor tú,níor thíor tú,thíor sé, sí,ar thíor sé, sí,níor thíor sé, sí,thíoramar,ar thíoramar,níor thíoramar,thíor sibh,ar thíor sibh,níor thíor sibh,thíor siad,ar thíor siad,níor thíor siad,thíoradar,ar thíoradar,níor thíoradar
tirimfhrioch,dry-fry,tirimfhriochtha,tirimfhrioch,thirimfhrioch mé,ar thirimfhrioch mé,níor thirimfhrioch mé,thirimfhrioch tú,ar thirimfhrioch tú,níor thirimfhrioch tú,thirimfhrioch sé, sí,ar thirimfhrioch sé, sí,níor thirimfhrioch sé, sí,thirimfhriochamar,ar thirimfhriochamar,níor thirimfhriochamar,thirimfhrioch sibh,ar thirimfhrioch sibh,níor thirimfhrioch sibh,thirimfhrioch siad,ar thirimfhrioch siad,níor thirimfhrioch siad,thirimfhriochadar,ar thirimfhriochadar,níor thirimfhriochadar
